,id,city,zipCode,list_price,baths
0,4273064857,Port Washington,11050,879000,2
1,3499438412,New Hyde Park,11040,685000,3
2,4927661252,Massapequa Park,11762,1099999,3
3,9673513342,Franklin Square,11010,470000,3
4,3948887720,Valley Stream,11580,795000,3
5,3931673484,Port Washington,11050,1299000,3
6,4946629617,Long Beach,11561,699000,2
7,3893813732,Wantagh,11793,379990,1
8,4848052456,Port Washington,11050,749900,2
9,3237204272,Muttontown,11791,1395000,0
10,3385552988,Rockville Centre,11570,1999999,4
11,3136144630,Baldwin,11510,749999,3
12,3056340577,Lido Beach,11561,2275000,3
13,4960223798,Long Beach,11561,1750000,5
14,3674682652,Rockville Centre,11570,259000,1
15,4323902633,Great Neck,11021,1580000,3
16,4060395644,Westbury,11590,829000,3
17,3942169181,East Hills,11577,1288000,3
18,4902996396,Valley Stream,11580,1698888,3
19,3423431633,Lynbrook,11563,798000,3
20,4273064857,Port Washington,11050,879000,2
21,3499438412,New Hyde Park,11040,685000,3
22,4927661252,Massapequa Park,11762,1099999,3
23,9673513342,Franklin Square,11010,470000,3
24,3948887720,Valley Stream,11580,795000,3
25,3931673484,Port Washington,11050,1299000,3
26,4946629617,Long Beach,11561,699000,2
27,3893813732,Wantagh,11793,379990,1
28,4848052456,Port Washington,11050,749900,2
29,3237204272,Muttontown,11791,1395000,0
30,3385552988,Rockville Centre,11570,1999999,4
31,3136144630,Baldwin,11510,749999,3
32,3056340577,Lido Beach,11561,2275000,3
33,4960223798,Long Beach,11561,1750000,5
34,3674682652,Rockville Centre,11570,259000,1
35,4323902633,Great Neck,11021,1580000,3
36,4060395644,Westbury,11590,829000,3
37,3942169181,East Hills,11577,1288000,3
38,4902996396,Valley Stream,11580,1698888,3
39,3423431633,Lynbrook,11563,798000,3
40,4273064857,Port Washington,11050,879000,2
41,3499438412,New Hyde Park,11040,685000,3
42,4927661252,Massapequa Park,11762,1099999,3
43,9673513342,Franklin Square,11010,470000,3
44,3948887720,Valley Stream,11580,795000,3
45,3931673484,Port Washington,11050,1299000,3
46,4946629617,Long Beach,11561,699000,2
47,3893813732,Wantagh,11793,379990,1
48,4848052456,Port Washington,11050,749900,2
49,3237204272,Muttontown,11791,1395000,0
50,3385552988,Rockville Centre,11570,1999999,4
51,3136144630,Baldwin,11510,749999,3
52,3056340577,Lido Beach,11561,2275000,3
53,4960223798,Long Beach,11561,1750000,5
54,3674682652,Rockville Centre,11570,259000,1
55,4323902633,Great Neck,11021,1580000,3
56,4060395644,Westbury,11590,829000,3
57,3942169181,East Hills,11577,1288000,3
58,4902996396,Valley Stream,11580,1698888,3
59,3423431633,Lynbrook,11563,798000,3
60,4273064857,Port Washington,11050,879000,2
61,3499438412,New Hyde Park,11040,685000,3
62,4927661252,Massapequa Park,11762,1099999,3
63,9673513342,Franklin Square,11010,470000,3
64,3948887720,Valley Stream,11580,795000,3
65,3931673484,Port Washington,11050,1299000,3
66,4946629617,Long Beach,11561,699000,2
67,3893813732,Wantagh,11793,379990,1
68,4848052456,Port Washington,11050,749900,2
69,3237204272,Muttontown,11791,1395000,0
70,3385552988,Rockville Centre,11570,1999999,4
71,3136144630,Baldwin,11510,749999,3
72,3056340577,Lido Beach,11561,2275000,3
73,4960223798,Long Beach,11561,1750000,5
74,3674682652,Rockville Centre,11570,259000,1
75,4323902633,Great Neck,11021,1580000,3
76,4060395644,Westbury,11590,829000,3
77,3942169181,East Hills,11577,1288000,3
78,4902996396,Valley Stream,11580,1698888,3
79,3423431633,Lynbrook,11563,798000,3
80,4273064857,Port Washington,11050,879000,2
81,3499438412,New Hyde Park,11040,685000,3
82,4927661252,Massapequa Park,11762,1099999,3
83,9673513342,Franklin Square,11010,470000,3
84,3948887720,Valley Stream,11580,795000,3
85,3931673484,Port Washington,11050,1299000,3
86,4946629617,Long Beach,11561,699000,2
87,3893813732,Wantagh,11793,379990,1
88,4848052456,Port Washington,11050,749900,2
89,3237204272,Muttontown,11791,1395000,0
90,3385552988,Rockville Centre,11570,1999999,4
91,3136144630,Baldwin,11510,749999,3
92,3056340577,Lido Beach,11561,2275000,3
93,4960223798,Long Beach,11561,1750000,5
94,3674682652,Rockville Centre,11570,259000,1
95,4323902633,Great Neck,11021,1580000,3
96,4060395644,Westbury,11590,829000,3
97,3942169181,East Hills,11577,1288000,3
98,4902996396,Valley Stream,11580,1698888,3
99,3423431633,Lynbrook,11563,798000,3
100,4273064857,Port Washington,11050,879000,2
101,3499438412,New Hyde Park,11040,685000,3
102,4927661252,Massapequa Park,11762,1099999,3
103,9673513342,Franklin Square,11010,470000,3
104,3948887720,Valley Stream,11580,795000,3
105,3931673484,Port Washington,11050,1299000,3
106,4946629617,Long Beach,11561,699000,2
107,3893813732,Wantagh,11793,379990,1
108,4848052456,Port Washington,11050,749900,2
109,3237204272,Muttontown,11791,1395000,0
110,3385552988,Rockville Centre,11570,1999999,4
111,3136144630,Baldwin,11510,749999,3
112,3056340577,Lido Beach,11561,2275000,3
113,4960223798,Long Beach,11561,1750000,5
114,3674682652,Rockville Centre,11570,259000,1
115,4323902633,Great Neck,11021,1580000,3
116,4060395644,Westbury,11590,829000,3
117,3942169181,East Hills,11577,1288000,3
118,4902996396,Valley Stream,11580,1698888,3
119,3423431633,Lynbrook,11563,798000,3
120,4273064857,Port Washington,11050,879000,2
121,3499438412,New Hyde Park,11040,685000,3
122,4927661252,Massapequa Park,11762,1099999,3
123,9673513342,Franklin Square,11010,470000,3
124,3948887720,Valley Stream,11580,795000,3
125,3931673484,Port Washington,11050,1299000,3
126,4946629617,Long Beach,11561,699000,2
127,3893813732,Wantagh,11793,379990,1
128,4848052456,Port Washington,11050,749900,2
129,3237204272,Muttontown,11791,1395000,0
130,3385552988,Rockville Centre,11570,1999999,4
131,3136144630,Baldwin,11510,749999,3
132,3056340577,Lido Beach,11561,2275000,3
133,4960223798,Long Beach,11561,1750000,5
134,3674682652,Rockville Centre,11570,259000,1
135,4323902633,Great Neck,11021,1580000,3
136,4060395644,Westbury,11590,829000,3
137,3942169181,East Hills,11577,1288000,3
138,4902996396,Valley Stream,11580,1698888,3
139,3423431633,Lynbrook,11563,798000,3
140,4273064857,Port Washington,11050,879000,2
141,3499438412,New Hyde Park,11040,685000,3
142,4927661252,Massapequa Park,11762,1099999,3
143,9673513342,Franklin Square,11010,470000,3
144,3948887720,Valley Stream,11580,795000,3
145,3931673484,Port Washington,11050,1299000,3
146,4946629617,Long Beach,11561,699000,2
147,3893813732,Wantagh,11793,379990,1
148,4848052456,Port Washington,11050,749900,2
149,3237204272,Muttontown,11791,1395000,0
150,3385552988,Rockville Centre,11570,1999999,4
151,3136144630,Baldwin,11510,749999,3
152,3056340577,Lido Beach,11561,2275000,3
153,4960223798,Long Beach,11561,1750000,5
154,3674682652,Rockville Centre,11570,259000,1
155,4323902633,Great Neck,11021,1580000,3
156,4060395644,Westbury,11590,829000,3
157,3942169181,East Hills,11577,1288000,3
158,4902996396,Valley Stream,11580,1698888,3
159,3423431633,Lynbrook,11563,798000,3
160,4273064857,Port Washington,11050,879000,2
161,3499438412,New Hyde Park,11040,685000,3
162,4927661252,Massapequa Park,11762,1099999,3
163,9673513342,Franklin Square,11010,470000,3
164,3948887720,Valley Stream,11580,795000,3
165,3931673484,Port Washington,11050,1299000,3
166,4946629617,Long Beach,11561,699000,2
167,3893813732,Wantagh,11793,379990,1
168,4848052456,Port Washington,11050,749900,2
169,3237204272,Muttontown,11791,1395000,0
170,3385552988,Rockville Centre,11570,1999999,4
171,3136144630,Baldwin,11510,749999,3
172,3056340577,Lido Beach,11561,2275000,3
173,4960223798,Long Beach,11561,1750000,5
174,3674682652,Rockville Centre,11570,259000,1
175,4323902633,Great Neck,11021,1580000,3
176,4060395644,Westbury,11590,829000,3
177,3942169181,East Hills,11577,1288000,3
178,4902996396,Valley Stream,11580,1698888,3
179,3423431633,Lynbrook,11563,798000,3
180,4273064857,Port Washington,11050,879000,2
181,3499438412,New Hyde Park,11040,685000,3
182,4927661252,Massapequa Park,11762,1099999,3
183,9673513342,Franklin Square,11010,470000,3
184,3948887720,Valley Stream,11580,795000,3
185,3931673484,Port Washington,11050,1299000,3
186,4946629617,Long Beach,11561,699000,2
187,3893813732,Wantagh,11793,379990,1
188,4848052456,Port Washington,11050,749900,2
189,3237204272,Muttontown,11791,1395000,0
190,3385552988,Rockville Centre,11570,1999999,4
191,3136144630,Baldwin,11510,749999,3
192,3056340577,Lido Beach,11561,2275000,3
193,4960223798,Long Beach,11561,1750000,5
194,3674682652,Rockville Centre,11570,259000,1
195,4323902633,Great Neck,11021,1580000,3
196,4060395644,Westbury,11590,829000,3
197,3942169181,East Hills,11577,1288000,3
198,4902996396,Valley Stream,11580,1698888,3
199,3423431633,Lynbrook,11563,798000,3
200,4273064857,Port Washington,11050,879000,2
201,3499438412,New Hyde Park,11040,685000,3
202,4927661252,Massapequa Park,11762,1099999,3
203,9673513342,Franklin Square,11010,470000,3
204,3948887720,Valley Stream,11580,795000,3
205,3931673484,Port Washington,11050,1299000,3
206,4946629617,Long Beach,11561,699000,2
207,3893813732,Wantagh,11793,379990,1
208,4848052456,Port Washington,11050,749900,2
209,3237204272,Muttontown,11791,1395000,0
210,3385552988,Rockville Centre,11570,1999999,4
211,3136144630,Baldwin,11510,749999,3
212,3056340577,Lido Beach,11561,2275000,3
213,4960223798,Long Beach,11561,1750000,5
214,3674682652,Rockville Centre,11570,259000,1
215,4323902633,Great Neck,11021,1580000,3
216,4060395644,Westbury,11590,829000,3
217,3942169181,East Hills,11577,1288000,3
218,4902996396,Valley Stream,11580,1698888,3
219,3423431633,Lynbrook,11563,798000,3
220,4273064857,Port Washington,11050,879000,2
221,3499438412,New Hyde Park,11040,685000,3
222,4927661252,Massapequa Park,11762,1099999,3
223,9673513342,Franklin Square,11010,470000,3
224,3948887720,Valley Stream,11580,795000,3
225,3931673484,Port Washington,11050,1299000,3
226,4946629617,Long Beach,11561,699000,2
227,3893813732,Wantagh,11793,379990,1
228,4848052456,Port Washington,11050,749900,2
229,3237204272,Muttontown,11791,1395000,0
230,3385552988,Rockville Centre,11570,1999999,4
231,3136144630,Baldwin,11510,749999,3
232,3056340577,Lido Beach,11561,2275000,3
233,4960223798,Long Beach,11561,1750000,5
234,3674682652,Rockville Centre,11570,259000,1
235,4323902633,Great Neck,11021,1580000,3
236,4060395644,Westbury,11590,829000,3
237,3942169181,East Hills,11577,1288000,3
238,4902996396,Valley Stream,11580,1698888,3
239,3423431633,Lynbrook,11563,798000,3
240,4273064857,Port Washington,11050,879000,2
241,3499438412,New Hyde Park,11040,685000,3
242,4927661252,Massapequa Park,11762,1099999,3
243,9673513342,Franklin Square,11010,470000,3
244,3948887720,Valley Stream,11580,795000,3
245,3931673484,Port Washington,11050,1299000,3
246,4946629617,Long Beach,11561,699000,2
247,3893813732,Wantagh,11793,379990,1
248,4848052456,Port Washington,11050,749900,2
249,3237204272,Muttontown,11791,1395000,0
250,3385552988,Rockville Centre,11570,1999999,4
251,3136144630,Baldwin,11510,749999,3
252,3056340577,Lido Beach,11561,2275000,3
253,4960223798,Long Beach,11561,1750000,5
254,3674682652,Rockville Centre,11570,259000,1
255,4323902633,Great Neck,11021,1580000,3
256,4060395644,Westbury,11590,829000,3
257,3942169181,East Hills,11577,1288000,3
258,4902996396,Valley Stream,11580,1698888,3
259,3423431633,Lynbrook,11563,798000,3
260,4273064857,Port Washington,11050,879000,2
261,3499438412,New Hyde Park,11040,685000,3
262,4927661252,Massapequa Park,11762,1099999,3
263,9673513342,Franklin Square,11010,470000,3
264,3948887720,Valley Stream,11580,795000,3
265,3931673484,Port Washington,11050,1299000,3
266,4946629617,Long Beach,11561,699000,2
267,3893813732,Wantagh,11793,379990,1
268,4848052456,Port Washington,11050,749900,2
269,3237204272,Muttontown,11791,1395000,0
270,3385552988,Rockville Centre,11570,1999999,4
271,3136144630,Baldwin,11510,749999,3
272,3056340577,Lido Beach,11561,2275000,3
273,4960223798,Long Beach,11561,1750000,5
274,3674682652,Rockville Centre,11570,259000,1
275,4323902633,Great Neck,11021,1580000,3
276,4060395644,Westbury,11590,829000,3
277,3942169181,East Hills,11577,1288000,3
278,4902996396,Valley Stream,11580,1698888,3
279,3423431633,Lynbrook,11563,798000,3
280,4273064857,Port Washington,11050,879000,2
281,3499438412,New Hyde Park,11040,685000,3
282,4927661252,Massapequa Park,11762,1099999,3
283,9673513342,Franklin Square,11010,470000,3
284,3948887720,Valley Stream,11580,795000,3
285,3931673484,Port Washington,11050,1299000,3
286,4946629617,Long Beach,11561,699000,2
287,3893813732,Wantagh,11793,379990,1
288,4848052456,Port Washington,11050,749900,2
289,3237204272,Muttontown,11791,1395000,0
290,3385552988,Rockville Centre,11570,1999999,4
291,3136144630,Baldwin,11510,749999,3
292,3056340577,Lido Beach,11561,2275000,3
293,4960223798,Long Beach,11561,1750000,5
294,3674682652,Rockville Centre,11570,259000,1
295,4323902633,Great Neck,11021,1580000,3
296,4060395644,Westbury,11590,829000,3
297,3942169181,East Hills,11577,1288000,3
298,4902996396,Valley Stream,11580,1698888,3
299,3423431633,Lynbrook,11563,798000,3
300,4273064857,Port Washington,11050,879000,2
301,3499438412,New Hyde Park,11040,685000,3
302,4927661252,Massapequa Park,11762,1099999,3
303,9673513342,Franklin Square,11010,470000,3
304,3948887720,Valley Stream,11580,795000,3
305,3931673484,Port Washington,11050,1299000,3
306,4946629617,Long Beach,11561,699000,2
307,3893813732,Wantagh,11793,379990,1
308,4848052456,Port Washington,11050,749900,2
309,3237204272,Muttontown,11791,1395000,0
310,3385552988,Rockville Centre,11570,1999999,4
311,3136144630,Baldwin,11510,749999,3
312,3056340577,Lido Beach,11561,2275000,3
313,4960223798,Long Beach,11561,1750000,5
314,3674682652,Rockville Centre,11570,259000,1
315,4323902633,Great Neck,11021,1580000,3
316,4060395644,Westbury,11590,829000,3
317,3942169181,East Hills,11577,1288000,3
318,4902996396,Valley Stream,11580,1698888,3
319,3423431633,Lynbrook,11563,798000,3
320,4273064857,Port Washington,11050,879000,2
321,3499438412,New Hyde Park,11040,685000,3
322,4927661252,Massapequa Park,11762,1099999,3
323,9673513342,Franklin Square,11010,470000,3
324,3948887720,Valley Stream,11580,795000,3
325,3931673484,Port Washington,11050,1299000,3
326,4946629617,Long Beach,11561,699000,2
327,3893813732,Wantagh,11793,379990,1
328,4848052456,Port Washington,11050,749900,2
329,3237204272,Muttontown,11791,1395000,0
330,3385552988,Rockville Centre,11570,1999999,4
331,3136144630,Baldwin,11510,749999,3
332,3056340577,Lido Beach,11561,2275000,3
333,4960223798,Long Beach,11561,1750000,5
334,3674682652,Rockville Centre,11570,259000,1
335,4323902633,Great Neck,11021,1580000,3
336,4060395644,Westbury,11590,829000,3
337,3942169181,East Hills,11577,1288000,3
338,4902996396,Valley Stream,11580,1698888,3
339,3423431633,Lynbrook,11563,798000,3
340,4273064857,Port Washington,11050,879000,2
341,3499438412,New Hyde Park,11040,685000,3
342,4927661252,Massapequa Park,11762,1099999,3
343,9673513342,Franklin Square,11010,470000,3
344,3948887720,Valley Stream,11580,795000,3
345,3931673484,Port Washington,11050,1299000,3
346,4946629617,Long Beach,11561,699000,2
347,3893813732,Wantagh,11793,379990,1
348,4848052456,Port Washington,11050,749900,2
349,3237204272,Muttontown,11791,1395000,0
350,3385552988,Rockville Centre,11570,1999999,4
351,3136144630,Baldwin,11510,749999,3
352,3056340577,Lido Beach,11561,2275000,3
353,4960223798,Long Beach,11561,1750000,5
354,3674682652,Rockville Centre,11570,259000,1
355,4323902633,Great Neck,11021,1580000,3
356,4060395644,Westbury,11590,829000,3
357,3942169181,East Hills,11577,1288000,3
358,4902996396,Valley Stream,11580,1698888,3
359,3423431633,Lynbrook,11563,798000,3
360,4273064857,Port Washington,11050,879000,2
361,3499438412,New Hyde Park,11040,685000,3
362,4927661252,Massapequa Park,11762,1099999,3
363,9673513342,Franklin Square,11010,470000,3
364,3948887720,Valley Stream,11580,795000,3
365,3931673484,Port Washington,11050,1299000,3
366,4946629617,Long Beach,11561,699000,2
367,3893813732,Wantagh,11793,379990,1
368,4848052456,Port Washington,11050,749900,2
369,3237204272,Muttontown,11791,1395000,0
370,3385552988,Rockville Centre,11570,1999999,4
371,3136144630,Baldwin,11510,749999,3
372,3056340577,Lido Beach,11561,2275000,3
373,4960223798,Long Beach,11561,1750000,5
374,3674682652,Rockville Centre,11570,259000,1
375,4323902633,Great Neck,11021,1580000,3
376,4060395644,Westbury,11590,829000,3
377,3942169181,East Hills,11577,1288000,3
378,4902996396,Valley Stream,11580,1698888,3
379,3423431633,Lynbrook,11563,798000,3
380,4273064857,Port Washington,11050,879000,2
381,3499438412,New Hyde Park,11040,685000,3
382,4927661252,Massapequa Park,11762,1099999,3
383,9673513342,Franklin Square,11010,470000,3
384,3948887720,Valley Stream,11580,795000,3
385,3931673484,Port Washington,11050,1299000,3
386,4946629617,Long Beach,11561,699000,2
387,3893813732,Wantagh,11793,379990,1
388,4848052456,Port Washington,11050,749900,2
389,3237204272,Muttontown,11791,1395000,0
390,3385552988,Rockville Centre,11570,1999999,4
391,3136144630,Baldwin,11510,749999,3
392,3056340577,Lido Beach,11561,2275000,3
393,4960223798,Long Beach,11561,1750000,5
394,3674682652,Rockville Centre,11570,259000,1
395,4323902633,Great Neck,11021,1580000,3
396,4060395644,Westbury,11590,829000,3
397,3942169181,East Hills,11577,1288000,3
398,4902996396,Valley Stream,11580,1698888,3
399,3423431633,Lynbrook,11563,798000,3
400,4273064857,Port Washington,11050,879000,2
401,3499438412,New Hyde Park,11040,685000,3
402,4927661252,Massapequa Park,11762,1099999,3
403,9673513342,Franklin Square,11010,470000,3
404,3948887720,Valley Stream,11580,795000,3
405,3931673484,Port Washington,11050,1299000,3
406,4946629617,Long Beach,11561,699000,2
407,3893813732,Wantagh,11793,379990,1
408,4848052456,Port Washington,11050,749900,2
409,3237204272,Muttontown,11791,1395000,0
410,3385552988,Rockville Centre,11570,1999999,4
411,3136144630,Baldwin,11510,749999,3
412,3056340577,Lido Beach,11561,2275000,3
413,4960223798,Long Beach,11561,1750000,5
414,3674682652,Rockville Centre,11570,259000,1
415,4323902633,Great Neck,11021,1580000,3
416,4060395644,Westbury,11590,829000,3
417,3942169181,East Hills,11577,1288000,3
418,4902996396,Valley Stream,11580,1698888,3
419,3423431633,Lynbrook,11563,798000,3
420,4273064857,Port Washington,11050,879000,2
421,3499438412,New Hyde Park,11040,685000,3
422,4927661252,Massapequa Park,11762,1099999,3
423,9673513342,Franklin Square,11010,470000,3
424,3948887720,Valley Stream,11580,795000,3
425,3931673484,Port Washington,11050,1299000,3
426,4946629617,Long Beach,11561,699000,2
427,3893813732,Wantagh,11793,379990,1
428,4848052456,Port Washington,11050,749900,2
429,3237204272,Muttontown,11791,1395000,0
430,3385552988,Rockville Centre,11570,1999999,4
431,3136144630,Baldwin,11510,749999,3
432,3056340577,Lido Beach,11561,2275000,3
433,4960223798,Long Beach,11561,1750000,5
434,3674682652,Rockville Centre,11570,259000,1
435,4323902633,Great Neck,11021,1580000,3
436,4060395644,Westbury,11590,829000,3
437,3942169181,East Hills,11577,1288000,3
438,4902996396,Valley Stream,11580,1698888,3
439,3423431633,Lynbrook,11563,798000,3
440,4273064857,Port Washington,11050,879000,2
441,3499438412,New Hyde Park,11040,685000,3
442,4927661252,Massapequa Park,11762,1099999,3
443,9673513342,Franklin Square,11010,470000,3
444,3948887720,Valley Stream,11580,795000,3
445,3931673484,Port Washington,11050,1299000,3
446,4946629617,Long Beach,11561,699000,2
447,3893813732,Wantagh,11793,379990,1
448,4848052456,Port Washington,11050,749900,2
449,3237204272,Muttontown,11791,1395000,0
450,3385552988,Rockville Centre,11570,1999999,4
451,3136144630,Baldwin,11510,749999,3
452,3056340577,Lido Beach,11561,2275000,3
453,4960223798,Long Beach,11561,1750000,5
454,3674682652,Rockville Centre,11570,259000,1
455,4323902633,Great Neck,11021,1580000,3
456,4060395644,Westbury,11590,829000,3
457,3942169181,East Hills,11577,1288000,3
458,4902996396,Valley Stream,11580,1698888,3
459,3423431633,Lynbrook,11563,798000,3
460,4273064857,Port Washington,11050,879000,2
461,3499438412,New Hyde Park,11040,685000,3
462,4927661252,Massapequa Park,11762,1099999,3
463,9673513342,Franklin Square,11010,470000,3
464,3948887720,Valley Stream,11580,795000,3
465,3931673484,Port Washington,11050,1299000,3
466,4946629617,Long Beach,11561,699000,2
467,3893813732,Wantagh,11793,379990,1
468,4848052456,Port Washington,11050,749900,2
469,3237204272,Muttontown,11791,1395000,0
470,3385552988,Rockville Centre,11570,1999999,4
471,3136144630,Baldwin,11510,749999,3
472,3056340577,Lido Beach,11561,2275000,3
473,4960223798,Long Beach,11561,1750000,5
474,3674682652,Rockville Centre,11570,259000,1
475,4323902633,Great Neck,11021,1580000,3
476,4060395644,Westbury,11590,829000,3
477,3942169181,East Hills,11577,1288000,3
478,4902996396,Valley Stream,11580,1698888,3
479,3423431633,Lynbrook,11563,798000,3
480,4273064857,Port Washington,11050,879000,2
481,3499438412,New Hyde Park,11040,685000,3
482,4927661252,Massapequa Park,11762,1099999,3
483,9673513342,Franklin Square,11010,470000,3
484,3948887720,Valley Stream,11580,795000,3
485,3931673484,Port Washington,11050,1299000,3
486,4946629617,Long Beach,11561,699000,2
487,3893813732,Wantagh,11793,379990,1
488,4848052456,Port Washington,11050,749900,2
489,3237204272,Muttontown,11791,1395000,0
490,3385552988,Rockville Centre,11570,1999999,4
491,3136144630,Baldwin,11510,749999,3
492,3056340577,Lido Beach,11561,2275000,3
493,4960223798,Long Beach,11561,1750000,5
494,3674682652,Rockville Centre,11570,259000,1
495,4323902633,Great Neck,11021,1580000,3
496,4060395644,Westbury,11590,829000,3
497,3942169181,East Hills,11577,1288000,3
498,4902996396,Valley Stream,11580,1698888,3
499,3423431633,Lynbrook,11563,798000,3
500,4273064857,Port Washington,11050,879000,2
501,3499438412,New Hyde Park,11040,685000,3
502,4927661252,Massapequa Park,11762,1099999,3
503,9673513342,Franklin Square,11010,470000,3
504,3948887720,Valley Stream,11580,795000,3
505,3931673484,Port Washington,11050,1299000,3
506,4946629617,Long Beach,11561,699000,2
507,3893813732,Wantagh,11793,379990,1
508,4848052456,Port Washington,11050,749900,2
509,3237204272,Muttontown,11791,1395000,0
510,3385552988,Rockville Centre,11570,1999999,4
511,3136144630,Baldwin,11510,749999,3
512,3056340577,Lido Beach,11561,2275000,3
513,4960223798,Long Beach,11561,1750000,5
514,3674682652,Rockville Centre,11570,259000,1
515,4323902633,Great Neck,11021,1580000,3
516,4060395644,Westbury,11590,829000,3
517,3942169181,East Hills,11577,1288000,3
518,4902996396,Valley Stream,11580,1698888,3
519,3423431633,Lynbrook,11563,798000,3
520,4273064857,Port Washington,11050,879000,2
521,3499438412,New Hyde Park,11040,685000,3
522,4927661252,Massapequa Park,11762,1099999,3
523,9673513342,Franklin Square,11010,470000,3
524,3948887720,Valley Stream,11580,795000,3
525,3931673484,Port Washington,11050,1299000,3
526,4946629617,Long Beach,11561,699000,2
